'Compactness Overall Standard Deviation','Fraction Of Low Energy Windows Overall Standard Deviation','Strongest Beat Overall Average','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Method of Moments Overall Average3','Method of Moments Overall Average4','Area Method of Moments of MFCCs Overall Average2',Valance_Average
-0.707877,-0.426229,0.441314,-0.309007,1.124582,1.563333,1.337921,1.455115,0.967186,-0.310283
0.142192,-0.23215,0.389032,-0.667112,1.067249,1.361904,1.145194,1.38273,0.962167,0.407017
-1.039303,0.139791,-2.821057,-0.824426,0.511799,0.377558,-0.023673,0.170525,0.957147,-0.01815
-1.26194,0.901983,0.873508,-2.680283,1.180682,0.244539,-0.696657,-0.538847,0.957147,-0.09575
0.440728,-0.668436,-0.412619,0.17398,-0.185441,0.624595,0.906628,1.056998,0.957147,0.315367
1.81197,2.46194,-0.290628,0.751336,0.108004,0.479414,0.075295,0.665637,0.956311,0.378317
-0.968464,0.788465,-0.200007,-0.170878,0.044506,0.176129,0.380534,0.213956,0.956311,0.18445
-1.062073,-1.082751,0.883965,-0.634398,2.296513,1.757162,-0.277865,0.937804,0.957984,0.1614
-0.310672,-1.523221,-0.269716,0.253546,0.614135,1.138431,1.259788,1.500959,0.957147,0.30005
1.270557,-0.618216,0.371605,0.925007,-0.463474,-0.038983,0.415954,0.569124,0.955474,0.105183
-0.290433,-0.370255,0.504052,0.185491,1.668319,1.570174,0.856623,1.344125,0.957147,0.1869
0.339529,-1.774321,-3.291591,-0.698615,1.078962,1.768564,1.462934,1.790981,0.960494,0.497217
-0.540899,-0.262491,-0.583405,0.748307,-0.529438,0.170808,0.610765,0.397813,0.96133,0.373017
-0.728117,0.697965,-1.447794,1.768523,0.350281,1.165795,1.685873,1.532808,0.959657,0.136567
1.903049,4.521481,0.685295,0.326246,1.16342,1.33986,0.986845,1.120214,0.959657,0.4001
-0.072856,-1.001143,0.706207,-0.377263,-0.652734,-0.330866,-0.08097,-0.162446,0.957984,-0.018033
-0.305612,-1.039854,-2.075173,0.99912,1.047522,1.275251,0.712859,1.132761,0.957984,0.304483
-0.624388,-1.195222,0.883965,-0.010192,0.533376,0.823744,0.411787,0.693143,0.957984,0.161667
0.918891,-0.618216,-1.440823,-0.284511,0.796614,0.461931,-0.105973,0.219746,0.956311,0.317283
0.711434,-0.912735,-3.0023,0.548383,0.058685,0.537942,0.374283,0.723545,0.953801,0.238617
0.058703,0.789512,-2.357493,-1.035255,0.98649,0.873912,0.161762,0.682044,0.951292,0.300183
-0.234773,0.789512,-1.541901,-4.190817,1.045672,0.467252,-1.094613,-0.695681,0.948782,0.19665
-0.826786,-0.684653,0.179906,0.083914,1.401382,1.640105,1.14311,1.516401,0.947109,0.32965
-0.323322,-1.499158,0.05443,-0.129843,0.038342,0.258221,0.410745,0.37465,0.946273,0.1555
-0.062736,-1.631508,-2.298241,2.228953,-0.305655,0.175369,0.396161,0.394918,0.947946,0.008583
2.500121,-0.284463,-2.984872,-0.61905,0.067933,0.646638,0.74307,0.943113,0.950455,0.2969
0.921421,-1.464108,-3.834274,0.211542,1.083278,1.392308,0.7962,1.346538,0.950455,0.273267
-0.859675,-1.12617,0.883965,-2.916556,-0.984401,-0.876626,-0.969601,-1.027204,0.947109,0.118233
1.364166,0.529519,-0.757677,-1.352911,-0.109614,0.268862,0.399286,0.522798,0.947109,0.302067
-0.171524,0.128806,0.120654,0.580492,-0.72363,-0.113474,0.138843,0.074977,0.949619,0.074567
0.837933,-0.446108,0.863052,0.824843,0.593791,1.573975,0.955591,1.723421,0.945436,0.260983
0.205441,-0.594675,0.716664,0.289492,0.524745,1.13615,1.182697,1.357154,0.940417,0.34635
0.046053,0.494993,-2.834999,-0.264822,0.241164,0.52426,0.65452,0.760703,0.940417,0.313317
-0.776186,-1.011083,0.078828,-0.893894,1.653523,1.770084,0.74307,1.558866,0.941253,0.171
0.200381,0.040921,-0.813444,0.241631,1.855729,1.979115,0.748279,1.598919,0.941253,0.270983
-0.849555,0.038305,-1.608124,0.341795,1.196094,1.184037,0.714942,1.1815,0.940417,-0.1277
0.916362,1.295373,-2.873338,0.043929,-0.882065,-0.504932,-0.488303,-0.381048,0.940417,0.113667
-0.583909,-0.780385,0.883965,0.035851,-1.089203,-0.49125,0.280524,0.059535,0.941253,0.20615
-0.624388,0.229769,0.521479,-0.694173,1.307677,0.79182,0.320111,0.594217,0.941253,0.06375
0.185201,-0.325266,-0.750706,-1.063527,0.386037,0.709727,0.80766,0.73754,0.93958,0.281117
-1.001353,-0.755275,-0.450958,-1.399358,1.108553,1.123228,0.334696,0.656951,0.934561,0.360217
0.536867,2.153297,-0.084987,-0.425649,0.119717,0.552384,0.895169,0.850942,0.934561,0.343583
2.090266,-0.004068,-2.608445,1.222267,-1.007211,-0.205447,0.287816,0.275241,0.932052,0.29195
-0.373922,-0.605661,-1.046968,1.264069,-1.134823,-0.636431,-0.018464,-0.196225,0.934561,-0.0773
0.597586,-1.086936,0.075343,0.345228,0.929774,1.509365,1.1254,1.659723,0.937071,0.069033
-0.204414,-1.102106,-0.325483,-3.138694,0.814492,0.789539,0.706608,0.892926,0.934561,0.217233
-1.120262,-0.684653,0.239158,-2.353135,1.768189,0.610913,-0.826878,-0.275849,0.935398,-0.176183
-0.692697,-0.547594,0.232188,-0.179824,0.482208,0.853389,1.041017,0.933944,0.935398,0.224067
1.326216,0.408154,-1.026056,0.650768,0.73065,0.788019,0.613891,0.671428,0.933725,0.183133
-0.432111,-0.794509,-0.844813,1.238018,1.08821,1.417392,0.729527,1.299246,0.932888,0.107783
-1.22399,-0.966617,0.883965,-1.936325,1.959914,2.202588,0.721193,1.597954,0.932052,-0.092717
0.468557,-0.877686,0.601644,-0.697808,0.247945,0.975007,0.734736,1.159302,0.931215,0.168767
2.55831,0.402923,-0.66357,0.157017,1.55427,1.352782,0.781616,1.109115,0.931215,0.433717
1.174418,0.010579,0.594673,-0.620262,-0.852474,-0.730685,-0.373708,-0.485765,0.930379,0.057417
0.711434,3.286908,-0.433531,-0.414058,1.168352,-0.01618,-0.587271,-0.443782,0.932888,0.3358
-0.075385,2.502221,0.375091,0.415302,-0.435116,-0.259415,-0.368499,-0.234348,0.931215,-0.091217
0.170021,-0.831651,-0.220919,0.5502,1.292881,1.583096,0.435748,1.378869,0.925359,0.24175
0.460967,2.08843,0.768945,-0.309128,1.59804,1.443236,0.694107,0.872658,0.922013,0.166233
-0.811606,0.563522,-0.109385,-0.31143,-0.414156,-0.35671,-0.286199,-0.511823,0.92285,0.15355
-0.583909,0.828746,-0.301085,-0.557861,1.469812,1.74576,0.820161,1.376457,0.919504,0.01645
1.369226,3.208439,-1.378085,-0.737994,1.459948,1.962392,0.863916,2.04481,0.919504,0.246433
0.708904,-0.640187,-0.520667,0.293531,0.464947,1.225083,1.22541,1.58589,0.92034,0.177617
-0.442231,-0.241043,0.883965,-0.046541,0.465563,1.494163,2.186964,1.859505,0.919504,0.407683
-0.206944,1.64639,-0.872697,-0.470985,-0.52389,-0.507972,-0.441423,-0.544155,0.918667,0.21745
0.633005,-2.050008,-4.137507,-0.062293,0.088277,0.575188,0.855581,0.815233,0.92285,0.086933
-0.176584,0.595433,-1.270037,0.753153,-0.716848,-0.320985,-0.043467,-0.198156,0.924523,0.230567
0.848052,-0.698777,-0.384735,-0.50677,0.212189,0.511338,0.653478,0.606764,0.922013,0.28925
-0.717997,1.143144,0.744547,0.35472,0.583928,0.755334,0.750363,0.803168,0.92285,0.1963
2.183875,-1.373085,-2.587532,-0.006355,-0.495531,-0.013139,0.526382,0.437866,0.926196,0.365567
0.541926,-0.287078,-1.69526,0.747297,0.036492,0.421645,0.809744,0.617381,0.926196,0.491667
0.073883,-0.939938,-4.135067,1.344644,1.620233,2.073369,0.777449,1.901971,0.927032,0.175567
1.088399,-0.864608,-0.34291,0.229313,0.065467,0.39048,0.786825,0.535827,0.928706,0.3335
-1.365669,-0.090384,0.883965,-0.521915,0.910663,1.003891,0.806618,0.805099,0.928706,0.172817
-0.568729,0.196289,0.76546,1.021334,-0.09975,0.347154,0.805576,0.685905,0.930379,0.16405
0.213031,-0.384903,0.591188,-1.390472,1.534542,1.100425,0.134676,0.606764,0.932888,-0.0299
0.395188,3.909426,0.117168,0.297368,0.076563,0.198172,0.215934,0.222159,0.931215,0.180667
4.579753,1.566875,0.775916,-0.404708,0.591942,0.86555,1.119149,1.142895,0.927869,0.13185
-0.373922,-0.788755,-0.074531,-0.439684,0.146842,0.527301,0.819119,0.663707,0.925359,0.362717
0.152312,-1.433767,-3.138232,0.057459,0.695511,0.498416,0.17843,0.376098,0.928706,-0.029283
-1.163271,-0.641234,0.883965,1.088581,0.219587,0.493856,1.091022,0.637166,0.934561,0.411917
-0.50801,-0.626063,-0.064075,-1.135014,2.212055,1.758682,0.201349,1.149651,0.933725,0.473217
-0.158874,2.669621,-3.603189,0.049584,-1.361071,-1.160908,-0.970643,-0.938411,0.930379,0.061283
0.648185,-0.423614,0.552848,-0.022106,0.241164,0.276464,0.08988,0.070151,0.930379,0.256417
0.977081,-1.046132,0.601644,-1.055045,0.889702,0.921799,0.194057,0.673358,0.931215,0.280667
0.152312,2.659158,0.274013,-0.492634,0.180749,0.892914,1.10769,1.099946,0.928706,0.22
-0.672458,0.028889,0.127624,-0.957708,0.59934,0.529581,0.784741,0.643439,0.929542,0.246383
-1.125322,-0.952493,0.821227,-1.825256,1.422342,0.743172,-0.495595,-0.091026,0.931215,-0.091617
-0.834376,-0.922151,0.709693,-0.23035,-0.689107,-0.210768,0.091963,0.034924,0.929542,-0.144267
1.688001,-0.823281,-1.033027,-0.608347,1.988272,1.794407,0.201349,1.559832,0.927032,0.411433
2.062436,-0.317943,-0.604318,-0.40596,0.606121,0.7979,0.419079,0.756842,0.927032,0.2288
0.458438,1.537057,0.880479,-1.786685,0.939021,1.730558,1.957775,2.130224,0.926196,0.130317
-0.315732,-0.640187,0.876994,-0.6554,-0.515875,0.496896,1.65462,1.240856,0.925359,0.259833
-0.055146,-0.24889,0.796829,0.369663,-0.408607,0.11608,0.520131,0.477919,0.923686,0.125183
0.377479,0.39403,0.594673,-0.802212,0.153624,0.573667,1.284791,1.179087,0.92285,0.421167
1.0631,-0.628155,-0.091958,-0.401355,-0.446213,-0.537616,-0.464342,-0.74249,0.925359,0.277567
0.180141,-0.362408,-0.50324,0.471645,-0.541151,-0.49201,-0.443507,-0.201051,0.929542,0.060383
-0.776186,0.797359,0.685295,-0.338692,1.790382,1.4706,0.509714,0.923327,0.930379,0.026983
0.197851,0.544166,-0.423075,-0.082568,1.345282,1.102705,0.588888,0.792069,0.927869,0.354833
-0.401751,0.993007,-0.206978,-1.822025,-0.234143,0.325871,1.280624,0.961933,0.929542,0.3664
0.015693,-1.252766,0.883965,-0.331382,0.911896,0.981087,0.975385,0.845634,0.934561,0.181033
0.111832,2.023039,0.859567,-0.608953,-0.433267,-0.554339,-0.648736,-0.58276,0.936234,-0.185367
1.619692,-1.07595,-1.461736,-0.961141,1.086977,1.326938,1.43689,1.227826,0.937071,0.393683
0.177611,-0.81805,-0.154696,-0.22932,-0.685408,-0.121075,0.640977,0.360656,0.936234,0.390417
-0.060206,0.409723,0.723634,-0.05684,-0.465324,0.146484,1.13686,0.862524,0.937071,0.144517
-0.295493,1.288049,0.096255,-0.494855,1.029027,0.893675,0.811827,0.719685,0.936234,0.084067
0.094122,0.243893,0.873508,-1.587165,0.831753,1.868898,2.2901,2.313117,0.937071,0.4412
-0.232243,-0.194485,0.807285,-0.266215,-0.037486,0.240738,1.003513,0.709551,0.937907,0.277083
0.129542,1.059444,-0.837842,-0.647928,0.511183,0.765976,1.055601,0.849977,0.935398,0.24215
-0.558609,1.451787,0.723634,-0.437705,1.311376,0.937761,0.297192,0.46682,0.932888,0.399017
-0.194294,-0.892856,0.859567,-1.061103,0.49947,0.198932,0.319069,0.196583,0.934561,0.4933
0.149782,0.113635,-0.074531,-0.149956,0.944569,0.693765,0.238853,0.458616,0.937907,0.4439
0.929011,1.59617,-1.890445,-1.673395,0.675167,0.175369,-0.198691,-0.190917,0.938744,0.3429
-0.404281,-0.971325,0.01609,-2.805487,1.195477,1.192399,0.891002,0.894373,0.938744,0.289983
-0.556079,-0.804971,0.52845,-0.051994,0.222053,0.553144,1.013931,0.822954,0.93958,0.25555
0.018223,1.907952,0.075343,-1.554046,3.374739,2.027002,-0.784166,1.041556,0.941253,0.45435
1.250317,-0.332067,0.713178,-1.725496,0.619067,0.635997,0.328445,0.256421,0.942927,0.094433
-0.257543,0.58497,0.301896,-1.243458,0.815725,0.25442,0.319069,0.144949,0.947109,0.090067
0.402778,-0.49162,0.883965,-0.370761,0.090743,0.052991,0.159679,0.091866,0.952128,0.346433
-0.171524,0.053999,0.870023,-0.833715,1.177599,0.158646,-0.388293,-0.381531,0.955474,0.3004
0.584936,1.740029,-1.447794,-0.468441,0.984641,0.685404,-0.122641,0.429663,0.957147,0.297317
-0.834376,0.530042,0.563304,0.213763,0.185064,-0.672916,-0.917512,-1.019,0.962167,0.133283
-1.077252,-1.005851,0.284469,0.416312,0.694894,0.351715,0.326362,0.17149,0.96384,0.325083
0.726614,-1.099491,-0.600832,-1.998523,1.310143,0.943842,0.341988,0.597113,0.96384,0.31045
-0.45741,-0.220642,-2.263387,0.203262,1.230617,1.177196,0.593055,0.821023,0.964676,0.4632
0.24339,-1.074381,-0.193036,-0.903184,1.205341,0.894435,-0.428922,-0.027327,0.965513,0.054983
-1.27459,-0.144265,0.883965,-0.447196,0.122183,0.784218,1.880684,1.45608,0.968022,0.188917
0.961901,1.256662,-0.210463,0.172769,-0.14352,-0.640232,-0.828962,-0.884847,0.972205,0.270033
1.161768,0.368397,-1.53493,0.227697,1.275003,0.713528,0.055501,0.452343,0.974715,0.3711
-0.323322,-1.130878,0.873508,-1.798599,0.863194,0.683124,0.110715,0.129989,0.971368,0.516783
-1.489637,-1.057117,0.866537,-0.238589,1.504335,1.931988,1.421263,1.608571,0.965513,0.049167
0.192791,-0.312188,-0.238347,0.377539,0.079029,0.344114,0.08988,0.172938,0.962167,0.163067
-0.123455,0.141361,0.455256,-1.501945,-0.022074,0.376038,0.980594,0.725475,0.960494,0.085117
-0.022256,-0.090907,0.76546,0.897139,0.42241,0.822984,0.963926,0.791587,0.958821,0.206267
1.596923,0.414432,-2.155338,0.637642,0.447069,0.752294,0.719109,1.057481,0.957147,0.383867
1.090929,1.122742,0.716664,0.40157,-1.430734,-1.360058,-1.464963,-1.541136,0.956311,0.165717
-0.290433,-0.020808,-0.57992,-0.219122,0.52228,0.574428,0.462834,0.503978,0.952128,0.553426
0.440728,-0.288648,-2.577076,-0.44552,-1.438132,-1.189033,-0.634151,-0.719327,0.952128,-0.095683
-0.647158,-1.094259,0.664382,-2.429873,1.932173,0.752294,-0.352873,-0.125771,0.954638,0.321233
-0.262603,-0.864608,-0.004822,0.052815,-0.460392,0.513619,1.766089,1.384178,0.952965,0.3098
-0.52319,-0.241043,0.608615,0.249507,0.386654,0.505257,0.429497,0.460064,0.949619,0.057083
-0.421991,0.699534,-1.378085,-0.32286,1.122116,1.100425,0.617016,0.712929,0.947109,0.569
-0.371392,-0.234766,0.883965,0.786878,-0.4345,-0.371152,-0.028882,-0.239656,0.945436,0.106967
-0.702817,-0.696685,0.883965,-0.693163,0.080262,-0.298181,-0.641443,-0.639703,0.945436,-0.186867
-0.725587,-0.981264,0.852596,-1.4557,0.640028,0.689204,0.669104,0.608694,0.945436,0.410717
1.273087,1.342977,-0.388221,-0.575026,-0.459159,-0.659995,-0.646652,-0.893533,0.945436,0.2716
-0.609208,-0.748997,0.124139,1.491053,1.24048,0.750774,-0.053884,0.165699,0.946273,0.32765
1.695591,0.150254,-0.34291,-1.247497,-0.108381,-0.474527,-0.338288,-0.510376,0.946273,0.422733
-0.556079,-0.014531,-2.423717,-1.096039,1.717021,1.372545,-0.284116,0.418081,0.947946,0.049533
0.764564,-0.258306,0.748033,-0.24388,0.215272,0.874672,1.18999,1.206593,0.947946,0.264717
3.385609,2.816096,0.249615,-0.360623,1.103005,1.553452,1.54315,1.472005,0.947109,0.26275
-1.031713,-0.736965,0.76546,0.841402,0.382955,0.924079,1.520231,1.238925,0.945436,0.3642
-0.51054,-0.296495,0.866537,0.577665,-0.116395,0.25062,0.64306,0.458616,0.945436,-0.041917
1.106109,0.661346,0.556333,0.137631,-0.597251,-0.745127,-0.679989,-0.938894,0.947946,0.094717
-1.087372,-0.80811,-1.398998,0.801014,2.458031,2.551479,0.471168,1.850819,0.948782,0.292817
0.610236,-0.224303,0.256586,1.064751,-0.786511,-0.818858,-0.613315,-0.797985,0.948782,-0.010367
-0.895095,-1.14134,-0.074531,-1.43389,1.416178,0.911917,0.083629,0.299852,0.947946,0.496333
-0.067796,-1.221902,-0.283657,-0.706693,2.078895,2.075649,0.553468,1.601815,0.947946,0.31275
-0.298023,1.310544,-0.416104,0.577867,0.218354,0.692245,1.149361,1.012602,0.950455,0.223467
0.842992,0.635713,0.824712,0.24668,-0.219348,0.363116,1.134776,0.856733,0.950455,0.329317
-0.366332,-0.238428,0.538906,-0.649341,-0.485668,0.082635,0.887876,0.696039,0.949619,0.021
-0.260073,-0.997481,0.883965,1.622922,-1.095984,-0.540657,0.492003,0.3539,0.950455,0.1451
0.716494,-0.770445,0.720149,2.269342,0.229451,-0.433481,-0.461217,-0.712571,0.957147,0.398283
-0.249953,-0.918489,0.883965,0.082702,1.080195,0.86403,-0.351831,0.067738,0.96133,0.258567
-0.717997,0.613219,0.842139,-0.290408,1.147392,0.290146,-0.141393,-0.066898,0.957984,0.201617
0.119422,-0.866177,-0.733279,0.501734,-0.264967,0.330432,0.788908,0.740917,0.954638,0.2862
1.571623,-0.741673,-0.841328,-0.789086,-0.099134,0.190571,0.043,0.214438,0.948782,0.506833
-0.553549,-0.173037,0.755003,0.096434,0.239315,-0.047344,0.250313,0.000662,0.946273,0.19425
-0.890035,-1.178482,-1.998493,0.653999,-0.054747,0.325871,0.66077,0.378993,0.943763,0.16555
-0.781246,-1.31711,0.465712,0.443776,1.10917,1.036576,0.56076,0.5947,0.94209,0.473917
0.412898,0.835024,-0.308055,0.016667,-0.051048,-0.015419,0.14301,0.110204,0.942927,0.154583
-0.814136,0.644083,0.883965,-2.198447,1.427274,0.198932,-0.683114,-0.478526,0.942927,0.309933
-0.100685,0.825607,0.876994,0.071191,-0.550398,-0.658474,-0.373708,-0.61461,0.943763,0.349283
0.830343,-0.632864,0.876994,0.691561,-0.036869,-0.149199,0.014872,-0.258476,0.946273,0.308933
0.362299,-0.252029,0.761974,0.930459,-0.076324,-0.806696,-0.943557,-0.986668,0.951292,0.238267
1.670292,-0.037025,0.350693,-1.17197,0.321307,0.244539,-0.264322,-0.10309,0.952965,-0.004583
0.339529,0.907215,-3.854141,0.06897,2.304527,1.326178,-0.846672,0.662259,0.952128,0.298283
-0.191764,-0.126479,0.448285,0.170346,1.172667,1.196959,0.573262,0.92188,0.947946,0.199
0.369889,-0.926859,-1.486134,-1.740642,0.665303,1.33454,1.602531,1.595541,0.9446,0.5527
-0.432111,-0.141127,0.758489,0.427217,-0.19962,-0.377233,-0.289325,-0.393112,0.9446,0.296817
0.25857,0.412339,0.876994,-1.133399,-0.546083,-0.747407,-0.575812,-0.72753,0.943763,-0.065183
0.043523,-0.731734,0.514508,-0.080589,-0.81117,-0.751968,-0.497679,-0.636808,0.947946,-0.055167
0.144722,-0.737488,0.883965,0.529198,-1.226678,-1.247561,-1.160245,-1.234224,0.947946,-0.02205
-0.576319,-0.14165,0.176421,0.365624,1.181298,1.380906,1.303543,1.418922,0.945436,-0.037633
-0.48018,0.288359,0.36812,0.0409,0.352131,-0.029101,-0.207025,-0.356437,0.943763,0.330483
-0.854615,0.700057,-0.064075,-0.286268,-0.233527,-0.235092,0.328445,0.215403,0.9446,0.13995
-0.156344,-0.47488,-0.098929,-0.573411,-1.059612,-0.439562,0.459709,0.272346,0.947109,-0.15725
-0.055146,0.42594,0.186877,-0.089373,-0.595401,-0.642512,-0.604981,-0.807154,0.950455,0.159417
-0.148755,-0.725457,-2.001979,-0.301575,-0.229211,0.002823,0.01904,-0.046147,0.950455,0.198283
-0.105745,0.376767,0.880479,0.711957,0.568516,1.231924,1.102481,1.097051,0.947109,0.28175
-0.136105,0.049814,-0.524153,0.55949,0.702292,0.708967,0.193015,0.686388,0.950455,0.0774
1.121289,2.769014,-1.831192,-0.064514,0.15609,0.323591,0.47846,0.526658,0.957984,-0.026233
-0.47512,-0.770968,0.364634,-1.417937,0.853947,0.459651,0.27844,0.187897,0.956311,0.0842
-0.778716,-0.661112,0.695751,-0.044522,0.629547,0.512858,0.496171,0.328324,0.955474,0.170017
-0.45741,0.121482,-1.22124,-0.525954,0.574064,0.351715,0.2076,0.082215,0.957984,-0.014917
0.653245,0.870073,0.486625,-3.181102,-0.052898,-0.054185,0.587846,0.314812,0.958821,0.291767
-0.573789,0.285743,0.197333,0.200637,-0.385181,-0.655434,-0.364332,-0.547533,0.963003,-0.299267
-0.639568,0.03412,0.023061,-0.035434,-1.032487,-1.610895,-1.978243,-1.922797,0.970532,-0.032283
-1.26953,0.84444,0.883965,-1.231139,2.07273,0.300027,-0.213275,-0.26668,0.971368,-0.046383
-0.599089,0.245985,0.692266,0.085933,-0.50971,-0.273858,0.023207,-0.110329,0.967186,-0.129883
0.906242,0.974175,0.883965,1.171579,-0.305039,0.38972,0.949341,0.732714,0.966349,0.159733
-0.252483,1.538103,0.880479,0.405205,-1.241474,-0.808976,-0.237236,-0.380565,0.966349,-0.226117
-0.429581,-0.63234,0.883965,-0.071926,0.406998,0.483214,0.733694,0.506873,0.963003,0.364767
0.116892,-0.639664,-2.179736,-0.382918,-0.547932,0.566826,1.889018,1.678543,0.96384,0.2536
0.610236,-1.478756,0.434343,-0.16072,-0.121327,0.783458,1.4546,1.36584,0.962167,0.357983
2.016897,-1.021022,-0.534609,-0.491422,-0.326615,0.217175,0.819119,0.667567,0.957984,0.347333
0.147252,-0.237905,0.242644,-0.576238,0.247329,0.755334,1.332712,0.985578,0.957984,0.29825
0.094122,1.478467,0.873508,-0.747486,-0.770482,0.211854,1.381676,1.096086,0.958821,0.083067
-0.017196,-1.372038,0.883965,1.468234,-1.660681,-2.020975,-2.259313,-2.083057,0.962167,0.072683
0.068823,-0.653789,0.267042,-0.33425,-0.543617,-0.436522,0.202391,-0.010437,0.964676,0.6376
-1.178451,2.14545,0.852596,-0.330897,-1.2088,-1.359298,-1.195665,-1.206235,0.966349,-0.027033
2.834076,1.744214,0.880479,-0.199675,-1.526288,-1.670488,-1.782078,-1.734114,0.969695,0.23565
-0.839435,1.267647,-0.133783,0.217398,-0.346959,0.165487,0.67848,0.588909,0.971368,0.0399
-0.758477,1.764616,0.796829,0.047564,-1.148385,-1.766262,-1.98241,-1.881538,0.973878,-0.154017
1.397055,-0.774107,-0.234861,0.242843,-1.226678,-0.618948,0.405536,0.201891,0.975551,0.294017
0.706374,0.36735,-0.886638,0.49406,-0.537452,0.192851,1.162904,0.883757,0.976388,0.109217
-0.452351,-0.335729,0.32978,0.997706,0.487757,1.465279,1.811927,1.651519,0.973878,0.243633
-0.796426,0.539981,0.730605,0.606946,0.468646,0.399602,0.170096,0.090419,0.973041,-0.282867
-0.654748,0.596479,0.674838,-0.764247,0.348432,1.512406,3.06101,2.692414,0.973041,0.256933
1.01756,-0.865131,0.49011,-0.262439,-0.82165,-0.597665,-0.104931,-0.345821,0.970532,0.358617
-1.183511,0.5766,0.845625,-1.674,-1.129274,-1.394263,-1.449232,-1.470682,0.969695,-0.015483
0.24339,1.031718,0.646955,-0.407676,-0.285928,-0.187205,0.170096,0.216851,0.973041,-0.083917
-0.917864,0.470929,0.542392,-0.077802,-0.848775,-1.17079,-1.107115,-1.178729,0.978897,-0.136583
0.081472,-0.870362,-1.845134,0.057863,-0.359905,0.633716,1.365007,1.290077,0.981407,0.243617
-0.735707,-1.05921,-3.180057,1.338586,0.149308,0.467252,0.523257,0.470681,0.978061,0.039467
-1.163271,-0.397981,-0.70191,1.742472,0.87614,1.392308,1.17228,1.229274,0.975551,0.124383
-1.057013,0.46779,0.193848,1.09888,-0.305655,-1.087938,-1.410791,-1.430146,0.979734,-0.095883
-0.809076,1.179763,0.835168,-0.521511,-0.070776,-0.787693,-0.93939,-1.028651,0.98308,-0.412
-1.216401,0.454712,0.200819,0.776579,-0.53252,0.084155,1.038933,0.663224,0.983916,0.044367
-0.538369,0.319746,0.36812,-0.175886,0.411313,1.13615,1.947357,1.615327,0.984753,0.28405
1.414765,-0.108693,0.476168,-1.661884,-1.851174,-1.887576,-2.127425,-2.013085,0.983916,-0.283817
1.343926,0.742431,0.354178,-0.260722,0.689346,1.225844,1.316044,1.274635,0.98057,0.43375
0.701314,-0.359793,0.068372,0.554441,-0.007278,-0.286779,-0.134101,-0.345821,0.981407,0.4828
0.501447,0.353226,-0.34291,0.757192,-0.21195,-0.314904,-0.182022,-0.286465,0.98308,0.12345
-0.631978,-0.20861,0.085799,-0.464543,0.024163,0.231617,0.57847,0.330254,0.98057,0.476067
0.448318,0.362119,0.796829,-0.426639,0.70969,1.293494,1.462934,1.379835,0.979734,0.2563
-0.745827,1.265555,0.354178,0.285251,-0.49923,0.068193,0.95455,0.732231,0.978897,-0.20095
0.964431,-0.094045,0.538906,0.329477,0.329937,0.977287,1.121233,1.341229,0.979734,0.2295
-0.401751,-1.130878,0.678324,-1.45671,-0.277913,0.510578,1.524398,1.214315,0.981407,0.42985
-0.669928,-0.337298,0.409945,-0.120109,0.495154,0.667161,0.840997,0.585049,0.981407,0.188283
-0.123455,0.808344,0.427372,0.540305,-0.144137,0.348674,1.114982,0.825849,0.98057,0.100683
0.27375,-0.430938,-0.499755,-1.400973,1.060468,1.331499,0.815994,1.082574,0.977224,0.023733
-0.793896,0.409723,0.511023,0.690147,-0.70082,-0.916912,-1.011272,-1.095728,0.975551,-0.236983
1.106109,1.054213,0.68878,0.653595,-1.260585,-0.755009,-0.130975,-0.281639,0.973041,-0.076917
0.663365,-1.104722,-0.419589,-0.88723,-0.40984,0.027907,0.458667,0.319638,0.971368,0.3611
-0.768596,1.620233,0.880479,0.041506,-1.542317,-1.532147,-1.449232,-1.466338,0.970532,-0.012883
0.020753,-0.514114,0.078828,-0.617838,-1.744523,-1.603902,-1.363807,-1.318673,0.968859,0.121133
-0.548489,-0.371301,-3.134746,-0.170918,-0.277297,0.268102,1.081646,0.904025,0.970532,0.149417
0.706374,1.841515,-0.377764,0.236381,0.006901,0.45433,0.946215,0.786761,0.969695,0.324933
-1.006413,1.421969,-1.252609,0.774963,1.337268,0.978047,0.617016,0.627515,0.971368,0.113133
0.435668,0.372582,0.026547,-0.616223,1.174517,1.33834,0.879542,0.953246,0.972205,0.588633
0.354709,-1.096352,-0.586891,-0.43405,-0.427718,-0.163641,0.439915,0.207682,0.974715,0.511933
2.328083,0.024181,-1.737085,-0.580479,-1.271682,-1.468906,-1.733636,-1.704485,0.978061,0.153583
0.853112,-0.168329,-1.684804,-0.575834,-0.597251,-0.804416,-0.990436,-1.03782,0.978061,0.151817
0.511567,0.118343,0.821227,-0.883999,0.318841,0.433047,0.497212,0.385749,0.978061,0.251067
2.234474,1.526071,-0.290628,0.352296,-1.671162,-1.703172,-1.961054,-1.879125,0.975551,-0.110367
-1.26447,2.383995,-0.991201,-1.153391,-1.247022,-1.098579,-0.706033,-0.788816,0.975551,-0.223733
0.597586,0.358457,-0.621745,0.98559,-0.773565,-0.35671,0.205516,0.003074,0.978061,0.002417
-0.381511,-0.998528,0.702722,1.960369,-0.534986,0.283305,1.513981,1.152064,0.979734,0.361917
